2
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
2.097152,393216
2.097152,131072
0.002048,512
0.004096,2048
4.194304,524288
4.194304,131072
126.681088,6433024
