190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,2235.85
190716.27000000002,417.07
190716.27000000002,0.52
190716.27000000002,2.51
190716.27000000002,1166.32
190716.27000000002,1116.37
190716.27000000002,98571.36
